chemical	gene	url	type	summary	phenotype	recommendation
clomipramine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105007	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including clomipramine. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6 Poor metabolizer (~1-10% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
clopidogrel	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166104948	case1	The CPIC Dosing Guideline for clopidogrel recommends an alternative antiplatelet therapy (e.g., prasugrel, ticagrelor) for CYP2C19 poor or intermediate metabolizers if there is no contraindication.	Ultrarapid metabolizer (UM) (~5-30% of patients)	Therapeutic recommendations: Clopidogrel - label recommended dosage and administration Classification of recommendations: Strong
clopidogrel	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166104948	case1	The CPIC Dosing Guideline for clopidogrel recommends an alternative antiplatelet therapy (e.g., prasugrel, ticagrelor) for CYP2C19 poor or intermediate metabolizers if there is no contraindication.	Extensive metabolizer (EM) (~35-50% of patients)	Therapeutic recommendations: Clopidogrel - label recommended dosage and administration Classification of recommendations: Strong
clopidogrel	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166104948	case1	The CPIC Dosing Guideline for clopidogrel recommends an alternative antiplatelet therapy (e.g., prasugrel, ticagrelor) for CYP2C19 poor or intermediate metabolizers if there is no contraindication.	Intermediate metabolizer (IM) (~18-45% of patients)	Therapeutic recommendations: Alternative antiplatelet therapy (if no contraindication); e.g., prasugrel, ticagrelor Classification of recommendations: Moderate
clopidogrel	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166104948	case1	The CPIC Dosing Guideline for clopidogrel recommends an alternative antiplatelet therapy (e.g., prasugrel, ticagrelor) for CYP2C19 poor or intermediate metabolizers if there is no contraindication.	Poor metabolizer (PM) (~2-15% of patients)	Therapeutic recommendations: Alternative antiplatelet therapy (if no contraindication); e.g., prasugrel, ticagrelor Classification of recommendations: Strong
codeine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104996	case1	Alternate analgesics are recommended for CYP2D6 ultrarapid and poor metabolizers. A label recommended age- or weight-specific codeine dose is warranted for CYP2D6 extensive and intermediate metabolizers.	Ultrarapid metabolizer (~1-2% of patients)	Recommendations for codeine therapy.: Avoid codeine use due to potential for toxicity. Classification of recommendation for codeine therapy: Strong
codeine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104996	case1	Alternate analgesics are recommended for CYP2D6 ultrarapid and poor metabolizers. A label recommended age- or weight-specific codeine dose is warranted for CYP2D6 extensive and intermediate metabolizers.	Extensive metabolizer (~77-92% of patients)	Recommendations for codeine therapy.: Use label recommended age- or weight-specific dosing. Classification of recommendation for codeine therapy: Strong
codeine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104996	case1	Alternate analgesics are recommended for CYP2D6 ultrarapid and poor metabolizers. A label recommended age- or weight-specific codeine dose is warranted for CYP2D6 extensive and intermediate metabolizers.	Intermediate metabolizer (~2-11% of patients)	Recommendations for codeine therapy.: Use label recommended age- or weight-specific dosing. If no response, consider alternative analgesics such as morphine or a non-opioid. Classification of recommendation for codeine therapy: Moderate
codeine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104996	case1	Alternate analgesics are recommended for CYP2D6 ultrarapid and poor metabolizers. A label recommended age- or weight-specific codeine dose is warranted for CYP2D6 extensive and intermediate metabolizers.	Poor metabolizer (~5-10% of patients)	Recommendations for codeine therapy.: Avoid codeine use due to lack of efficacy. Classification of recommendation for codeine therapy: Strong
desflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
desflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
desflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
desflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
desipramine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105002	case1	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline/nortriptyline and CYP2C19, CYP2D6 to other tricyclics including desipramine. The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Ultrarapid metabolizer (~1-20% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
desipramine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105002	case1	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline/nortriptyline and CYP2C19, CYP2D6 to other tricyclics including desipramine. The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Normal metabolizer (~72-88% of patients)	Therapeutic Recommendations: Initiate therapy with recommended starting dose. Classification of recommendation for other TCAs: Strong
desipramine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105002	case1	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline/nortriptyline and CYP2C19, CYP2D6 to other tricyclics including desipramine. The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Intermediate metabolizer (~1-13% of patients)	Therapeutic Recommendations: Consider 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
desipramine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105002	case1	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline/nortriptyline and CYP2C19, CYP2D6 to other tricyclics including desipramine. The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Poor metabolizer (~1-10% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
doxepin	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19 Ultrarapid metabolizer (~2-5% of patients)	Therapeutic recommendations: Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine.If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendations for amitriptyline: Optional
doxepin	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19 Rapid metabolizer (~2-30% of patients)	Therapeutic recommendations: Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine.If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendations for amitriptyline: Optional
doxepin	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19 Normal metabolizer (~35-50% of patients)	Therapeutic recommendations: Initiate therapy with recommended starting dose. Classification of recommendations for amitriptyline: Strong
doxepin	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19 Intermediate metabolizer (~18-45% of patients)	Therapeutic recommendations: Initiate therapy with recommended starting dose. Classification of recommendations for amitriptyline: Optional
doxepin	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19 Poor metabolizer (~2-15% of patients)	Therapeutic recommendations: Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine.For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendations for amitriptyline: Optional
doxepin	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6 Ultrarapid metabolizer (~1-20% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
doxepin	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6 Normal metabolizer (~72-88% of patients)	Therapeutic Recommendations: Initiate therapy with recommended starting dose. Classification of recommendation for other TCAs: Strong
doxepin	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6 Intermediate metabolizer (~1-13% of patients)	Therapeutic Recommendations: Consider 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
doxepin	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166105000	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including doxepin. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6 Poor metabolizer (~1-10% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
efavirenz	CYP2B6	https://pharmgkb.org/guidelineAnnotation/PA166182603	case1	Consider initiating efavirenz with a decreased dose of either 400 or 200 mg/day for patients who are CYP2B6 poor metabolizers. Consider initiating efavirenz with a decreased dose of 400 mg/day for patients who are CYP2B6 intermediate metabolizers.	Ultra Rapid Metabolizer	Dosing recommendations: Initiate efavirenz with standard dosing (600 mg/day) Classification of recommendations: Strong
efavirenz	CYP2B6	https://pharmgkb.org/guidelineAnnotation/PA166182603	case1	Consider initiating efavirenz with a decreased dose of either 400 or 200 mg/day for patients who are CYP2B6 poor metabolizers. Consider initiating efavirenz with a decreased dose of 400 mg/day for patients who are CYP2B6 intermediate metabolizers.	Rapid Metabolizer	Dosing recommendations: Initiate efavirenz with standard dosing (600 mg/day) Classification of recommendations: Strong
efavirenz	CYP2B6	https://pharmgkb.org/guidelineAnnotation/PA166182603	case1	Consider initiating efavirenz with a decreased dose of either 400 or 200 mg/day for patients who are CYP2B6 poor metabolizers. Consider initiating efavirenz with a decreased dose of 400 mg/day for patients who are CYP2B6 intermediate metabolizers.	Normal Metabolizer	Dosing recommendations: Initiate efavirenz with standard dosing (600 mg/day) Classification of recommendations: Strong
efavirenz	CYP2B6	https://pharmgkb.org/guidelineAnnotation/PA166182603	case1	Consider initiating efavirenz with a decreased dose of either 400 or 200 mg/day for patients who are CYP2B6 poor metabolizers. Consider initiating efavirenz with a decreased dose of 400 mg/day for patients who are CYP2B6 intermediate metabolizers.	Intermediate Metabolizer	Dosing recommendations: Consider initiating efavirenz with decreased dose of 400 mg/day. Classification of recommendations: Moderate
efavirenz	CYP2B6	https://pharmgkb.org/guidelineAnnotation/PA166182603	case1	Consider initiating efavirenz with a decreased dose of either 400 or 200 mg/day for patients who are CYP2B6 poor metabolizers. Consider initiating efavirenz with a decreased dose of 400 mg/day for patients who are CYP2B6 intermediate metabolizers.	Poor Metabolizer	Dosing recommendations: Consider initiating efavirenz with decreased dose of 400 or 200 mg/day. Classification of recommendations: Moderate
enflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
enflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
enflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
enflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
escitalopram	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166127638	case3	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitors citalopram and escitalopram recommends an alternative drug not predominantly metabolized by CYP2C19 for CYP2C19 ultrarapid metabolizers. For CYP2C19 poor metabolizers, consider a 50% reduction of recommended starting dose and titrate to response or select alternative drug not predominantly metabolized by CYP2C19.	Ultrarapid metabolizer (~5-30% of patients)	Therapeutic Recommendations: Consider an alternative drug not predominantly metabolized by CYP2C19. Classification of recommendations: Moderate
escitalopram	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166127638	case3	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitors citalopram and escitalopram recommends an alternative drug not predominantly metabolized by CYP2C19 for CYP2C19 ultrarapid metabolizers. For CYP2C19 poor metabolizers, consider a 50% reduction of recommended starting dose and titrate to response or select alternative drug not predominantly metabolized by CYP2C19.	Extensive metabolizer (~35-50% of patients)	Therapeutic Recommendations: Initiate therapy with recommended starting dose. Classification of recommendations: Strong
escitalopram	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166127638	case3	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitors citalopram and escitalopram recommends an alternative drug not predominantly metabolized by CYP2C19 for CYP2C19 ultrarapid metabolizers. For CYP2C19 poor metabolizers, consider a 50% reduction of recommended starting dose and titrate to response or select alternative drug not predominantly metabolized by CYP2C19.	Intermediate metabolizer (~18-45% of patients)	Therapeutic Recommendations: Initiate therapy with recommended starting dose. Classification of recommendations: Strong
escitalopram	CYP2C19	https://pharmgkb.org/guidelineAnnotation/PA166127638	case3	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitors citalopram and escitalopram recommends an alternative drug not predominantly metabolized by CYP2C19 for CYP2C19 ultrarapid metabolizers. For CYP2C19 poor metabolizers, consider a 50% reduction of recommended starting dose and titrate to response or select alternative drug not predominantly metabolized by CYP2C19.	Poor metabolizer (~2-15% of patients)	Therapeutic Recommendations: Consider a 50% reduction of recommended starting dose and titrate to response or select alternative drug not predominantly metabolized by CYP2C19. Classification of recommendations: Moderate
fluorouracil	DPYD	https://pharmgkb.org/guidelineAnnotation/PA166122686	case1	The CPIC Dosing Guideline for 5-fluorouracil and capecitabine recommends an alternative drug for patients who are DPYD poor metabolizers with an activity score of 0. In those who are poor metabolizers with an activity score of 0.5, an alternative drug is also recommended, but if this is not considered a suitable therapeutic option, 5-fluorouracil or capecitabine should be administered at a strongly reduced dose with early therapeutic drug monitoring. Patients who are intermediate metabolizers with an activity score of 1 or 1.5 should receive a dose reduction of 50%. Patients with the c.[2846A>T];[2846A>T] genotype may require a >50% dose reduction.	DPYD Normal Metabolizer	Dosing recommendations: Based on genotype, there is no indication to change dose or therapy. Use label-recommended dosage and administration Classification of recommendations: Strong
fluorouracil	DPYD	https://pharmgkb.org/guidelineAnnotation/PA166122686	case1	The CPIC Dosing Guideline for 5-fluorouracil and capecitabine recommends an alternative drug for patients who are DPYD poor metabolizers with an activity score of 0. In those who are poor metabolizers with an activity score of 0.5, an alternative drug is also recommended, but if this is not considered a suitable therapeutic option, 5-fluorouracil or capecitabine should be administered at a strongly reduced dose with early therapeutic drug monitoring. Patients who are intermediate metabolizers with an activity score of 1 or 1.5 should receive a dose reduction of 50%. Patients with the c.[2846A>T];[2846A>T] genotype may require a >50% dose reduction.	DPYD Intermediate Metabolizer	Dosing recommendations: Reduce starting dose by 50% followed by titration of dose based on toxicity or therapeutic drug monitoring (if available).Patients with the c.[2846A>T];[2846A>T] genotype may require >50% reduction in starting dose. Classification of recommendations: Activity score 1: StrongActivity score 1.5: Moderate
fluorouracil	DPYD	https://pharmgkb.org/guidelineAnnotation/PA166122686	case1	The CPIC Dosing Guideline for 5-fluorouracil and capecitabine recommends an alternative drug for patients who are DPYD poor metabolizers with an activity score of 0. In those who are poor metabolizers with an activity score of 0.5, an alternative drug is also recommended, but if this is not considered a suitable therapeutic option, 5-fluorouracil or capecitabine should be administered at a strongly reduced dose with early therapeutic drug monitoring. Patients who are intermediate metabolizers with an activity score of 1 or 1.5 should receive a dose reduction of 50%. Patients with the c.[2846A>T];[2846A>T] genotype may require a >50% dose reduction.	DPYD Poor Metabolizer	Dosing recommendations: Activity score 0.5: Avoid use of 5- fluorouracil or 5-fluorouracil prodrug-based regimens. In the event, based on clinical advice, alternative agents are not considered a suitable therapeutic option, 5-fluorouracil should be administered at a strongly reduced dose with early therapeutic drug monitoring.Activity score 0: Avoid use of 5-fluorouracil or 5-fluorouracil prodrug-based regimens. Classification of recommendations: Strong
flurbiprofen	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166191841	case3	The CPIC Dosing Guideline for celecoxib, flurbiprofen, ibuprofen and lornoxicam recommends initiating therapy with 25-50% of the lowest recommended starting dose for CYP2C9 poor metabolizers and initiating therapy with lowest recommended starting dose for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Normal metabolizer	Therapeutic recommendations: Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals. Classification of recommendations: Strong
flurbiprofen	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166191841	case3	The CPIC Dosing Guideline for celecoxib, flurbiprofen, ibuprofen and lornoxicam recommends initiating therapy with 25-50% of the lowest recommended starting dose for CYP2C9 poor metabolizers and initiating therapy with lowest recommended starting dose for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Intermediate metabolizer	Therapeutic recommendations: Initiate therapy with lowest recommended starting dose. Titrate dose upward to clinical effect or maximum recommended dose with caution. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals. Carefully monitor adverse events such as blood pressure and kidney function during course of therapy. Classification of recommendations: Moderate
